 login      , tradeInstruction                       , quantity 
1000000523,sell volume=345 symbol=GBPUSD price=1.5,100
1000000524,sell volume=345 symbol=GBPUSD price=1.5,100
1000000525,sell volume=345 symbol=GBPUSD price=1.5,100
1000000526,sell volume=345 symbol=GBPUSD price=1.5,100
1000000527,sell volume=345 symbol=GBPUSD price=1.5,100
1000000528,sell volume=345 symbol=GBPUSD price=1.5,100
1000000529,sell volume=345 symbol=GBPUSD price=1.5,100
1000000530,sell volume=345 symbol=GBPUSD price=1.5,100
1000000531,sell volume=345 symbol=GBPUSD price=1.5,100
1000000532,sell volume=345 symbol=GBPUSD price=1.5,100
1000000533,sell volume=345 symbol=GBPUSD price=1.5,100
1000000534,sell volume=345 symbol=GBPUSD price=1.5,100
1000000535,sell volume=345 symbol=GBPUSD price=1.5,100
1000000536,sell volume=345 symbol=GBPUSD price=1.5,100
1000000537,sell volume=345 symbol=GBPUSD price=1.5,100
1000000538,sell volume=345 symbol=GBPUSD price=1.5,100
1000000539,sell volume=345 symbol=GBPUSD price=1.5,100
1000000540,sell volume=345 symbol=GBPUSD price=1.5,100
1000000541,sell volume=345 symbol=GBPUSD price=1.5,100
1000000542,sell volume=345 symbol=GBPUSD price=1.5,100
1000000543,sell volume=345 symbol=GBPUSD price=1.5,100
1000000544,sell volume=345 symbol=GBPUSD price=1.5,100
1000000545,sell volume=345 symbol=GBPUSD price=1.5,100
1000000546,sell volume=345 symbol=GBPUSD price=1.5,100
1000000547,sell volume=345 symbol=GBPUSD price=1.5,100
1000000548,sell volume=345 symbol=GBPUSD price=1.5,100
1000000549,sell volume=345 symbol=GBPUSD price=1.5,100
1000000550,sell volume=345 symbol=GBPUSD price=1.5,100
1000000551,sell volume=345 symbol=GBPUSD price=1.5,100
1000000552,sell volume=345 symbol=GBPUSD price=1.5,100
1000000553,sell volume=345 symbol=GBPUSD price=1.5,100
1000000554,sell volume=345 symbol=GBPUSD price=1.5,100
1000000555,sell volume=345 symbol=GBPUSD price=1.5,100
1000000556,sell volume=345 symbol=GBPUSD price=1.5,100
1000000557,sell volume=345 symbol=GBPUSD price=1.5,100
1000000558,sell volume=345 symbol=GBPUSD price=1.5,100
1000000559,sell volume=345 symbol=GBPUSD price=1.5,100
1000000560,sell volume=345 symbol=GBPUSD price=1.5,100
1000000561,sell volume=345 symbol=GBPUSD price=1.5,100
1000000562,sell volume=345 symbol=GBPUSD price=1.5,100
1000000563,sell volume=345 symbol=GBPUSD price=1.5,100
1000000563,sell volume=345 symbol=GBPUSD price=1.5,100
1000000563,sell volume=345 symbol=GBPUSD price=1.5,100
1000000563,sell volume=345 symbol=GBPUSD price=1.5,100
1000000563,sell volume=345 symbol=GBPUSD price=1.5,100
1000000563,sell volume=345 symbol=GBPUSD price=1.5,100
1000000563,sell volume=345 symbol=GBPUSD price=1.5,100
1000000563,sell volume=345 symbol=GBPUSD price=1.5,100
1000000563,sell volume=345 symbol=GBPUSD price=1.5,100
1000000563,sell volume=345 symbol=GBPUSD price=1.5,100
1000000573,sell volume=345 symbol=GBPUSD price=1.5,100
1000000574,sell volume=345 symbol=GBPUSD price=1.5,100
1000000575,sell volume=345 symbol=GBPUSD price=1.5,100
1000000576,sell volume=345 symbol=GBPUSD price=1.5,100
1000000577,sell volume=345 symbol=GBPUSD price=1.5,100
1000000578,sell volume=345 symbol=GBPUSD price=1.5,100
1000000579,sell volume=345 symbol=GBPUSD price=1.5,100
1000000580,sell volume=345 symbol=GBPUSD price=1.5,100
1000000581,sell volume=345 symbol=GBPUSD price=1.5,100
1000000582,sell volume=345 symbol=GBPUSD price=1.5,100
1000000583,sell volume=345 symbol=GBPUSD price=1.5,100
1000000584,sell volume=345 symbol=GBPUSD price=1.5,100
1000000585,sell volume=345 symbol=GBPUSD price=1.5,100
1000000586,sell volume=345 symbol=GBPUSD price=1.5,100
1000000587,sell volume=345 symbol=GBPUSD price=1.5,100
1000000588,sell volume=345 symbol=GBPUSD price=1.5,100
1000000589,sell volume=345 symbol=GBPUSD price=1.5,100
1000000590,sell volume=345 symbol=GBPUSD price=1.5,100
1000000591,sell volume=345 symbol=GBPUSD price=1.5,100
1000000592,sell volume=345 symbol=GBPUSD price=1.5,100
1000000593,sell volume=345 symbol=GBPUSD price=1.5,100
1000000594,sell volume=345 symbol=GBPUSD price=1.5,100
1000000595,sell volume=345 symbol=GBPUSD price=1.5,100
1000000596,sell volume=345 symbol=GBPUSD price=1.5,100
1000000597,sell volume=345 symbol=GBPUSD price=1.5,100
1000000598,sell volume=345 symbol=GBPUSD price=1.5,100
1000000599,sell volume=345 symbol=GBPUSD price=1.5,100
1000000600,sell volume=345 symbol=GBPUSD price=1.5,100
1000000601,sell volume=345 symbol=GBPUSD price=1.5,100
1000000602,sell volume=345 symbol=GBPUSD price=1.5,100
1000000603,sell volume=345 symbol=GBPUSD price=1.5,100
1000000604,sell volume=345 symbol=GBPUSD price=1.5,100
1000000605,sell volume=345 symbol=GBPUSD price=1.5,100
1000000606,sell volume=345 symbol=GBPUSD price=1.5,100
1000000607,sell volume=345 symbol=GBPUSD price=1.5,100
1000000608,sell volume=345 symbol=GBPUSD price=1.5,100
1000000609,sell volume=345 symbol=GBPUSD price=1.5,100
1000000610,sell volume=345 symbol=GBPUSD price=1.5,100
1000000611,sell volume=345 symbol=GBPUSD price=1.5,100
1000000612,sell volume=345 symbol=GBPUSD price=1.5,100
1000000613,sell volume=345 symbol=GBPUSD price=1.5,100
1000000614,sell volume=345 symbol=GBPUSD price=1.5,100
1000000615,sell volume=345 symbol=GBPUSD price=1.5,100
1000000616,sell volume=345 symbol=GBPUSD price=1.5,100
1000000617,sell volume=345 symbol=GBPUSD price=1.5,100
1000000618,sell volume=345 symbol=GBPUSD price=1.5,100
1000000619,sell volume=345 symbol=GBPUSD price=1.5,100
1000000620,sell volume=345 symbol=GBPUSD price=1.5,100
1000000621,sell volume=345 symbol=GBPUSD price=1.5,100
1000000622,sell volume=345 symbol=GBPUSD price=1.5,100
1000000623,sell volume=345 symbol=GBPUSD price=1.5,100
1000000624,sell volume=345 symbol=GBPUSD price=1.5,100
1000000625,sell volume=345 symbol=GBPUSD price=1.5,100
1000000626,sell volume=345 symbol=GBPUSD price=1.5,100
1000000627,sell volume=345 symbol=GBPUSD price=1.5,100
1000000628,sell volume=345 symbol=GBPUSD price=1.5,100
1000000629,sell volume=345 symbol=GBPUSD price=1.5,100
1000000630,sell volume=345 symbol=GBPUSD price=1.5,100
1000000631,sell volume=345 symbol=GBPUSD price=1.5,100
1000000632,sell volume=345 symbol=GBPUSD price=1.5,100
1000000633,sell volume=345 symbol=GBPUSD price=1.5,100
1000000634,sell volume=345 symbol=GBPUSD price=1.5,100
1000000635,sell volume=345 symbol=GBPUSD price=1.5,100
1000000636,sell volume=345 symbol=GBPUSD price=1.5,100
1000000637,sell volume=345 symbol=GBPUSD price=1.5,100
1000000638,sell volume=345 symbol=GBPUSD price=1.5,100
1000000639,sell volume=345 symbol=GBPUSD price=1.5,100
1000000640,sell volume=345 symbol=GBPUSD price=1.5,100
1000000641,sell volume=345 symbol=GBPUSD price=1.5,100
1000000642,sell volume=345 symbol=GBPUSD price=1.5,100
1000000643,sell volume=345 symbol=GBPUSD price=1.5,100
1000000644,sell volume=345 symbol=GBPUSD price=1.5,100
1000000645,sell volume=345 symbol=GBPUSD price=1.5,100
1000000646,sell volume=345 symbol=GBPUSD price=1.5,100
1000000647,sell volume=345 symbol=GBPUSD price=1.5,100
1000000648,sell volume=345 symbol=GBPUSD price=1.5,100
1000000649,sell volume=345 symbol=GBPUSD price=1.5,100
1000000650,sell volume=345 symbol=GBPUSD price=1.5,100
1000000651,sell volume=345 symbol=GBPUSD price=1.5,100
1000000652,sell volume=345 symbol=GBPUSD price=1.5,100
1000000653,sell volume=345 symbol=GBPUSD price=1.5,100
1000000654,sell volume=345 symbol=GBPUSD price=1.5,100
1000000655,sell volume=345 symbol=GBPUSD price=1.5,100
1000000656,sell volume=345 symbol=GBPUSD price=1.5,100
1000000657,sell volume=345 symbol=GBPUSD price=1.5,100
1000000658,sell volume=345 symbol=GBPUSD price=1.5,100
1000000659,sell volume=345 symbol=GBPUSD price=1.5,100
1000000660,sell volume=345 symbol=GBPUSD price=1.5,100
1000000661,sell volume=345 symbol=GBPUSD price=1.5,100
1000000662,sell volume=345 symbol=GBPUSD price=1.5,100
1000000663,sell volume=345 symbol=GBPUSD price=1.5,100
1000000664,sell volume=345 symbol=GBPUSD price=1.5,100
1000000665,sell volume=345 symbol=GBPUSD price=1.5,100
1000000666,sell volume=345 symbol=GBPUSD price=1.5,100
1000000667,sell volume=345 symbol=GBPUSD price=1.5,100
1000000668,sell volume=345 symbol=GBPUSD price=1.5,100
1000000669,sell volume=345 symbol=GBPUSD price=1.5,100
1000000670,sell volume=345 symbol=GBPUSD price=1.5,100
1000000671,sell volume=345 symbol=GBPUSD price=1.5,100
1000000672,sell volume=345 symbol=GBPUSD price=1.5,100
1000000673,sell volume=345 symbol=GBPUSD price=1.5,100
1000000674,sell volume=345 symbol=GBPUSD price=1.5,100
1000000675,sell volume=345 symbol=GBPUSD price=1.5,100
1000000676,sell volume=345 symbol=GBPUSD price=1.5,100
1000000677,sell volume=345 symbol=GBPUSD price=1.5,100
1000000678,sell volume=345 symbol=GBPUSD price=1.5,100
1000000679,sell volume=345 symbol=GBPUSD price=1.5,100
1000000680,sell volume=345 symbol=GBPUSD price=1.5,100
1000000681,sell volume=345 symbol=GBPUSD price=1.5,100
1000000682,sell volume=345 symbol=GBPUSD price=1.5,100
1000000683,sell volume=345 symbol=GBPUSD price=1.5,100
1000000684,sell volume=345 symbol=GBPUSD price=1.5,100
1000000685,sell volume=345 symbol=GBPUSD price=1.5,100
1000000686,sell volume=345 symbol=GBPUSD price=1.5,100
1000000687,sell volume=345 symbol=GBPUSD price=1.5,100
1000000688,sell volume=345 symbol=GBPUSD price=1.5,100
1000000689,sell volume=345 symbol=GBPUSD price=1.5,100
1000000690,sell volume=345 symbol=GBPUSD price=1.5,100
1000000691,sell volume=345 symbol=GBPUSD price=1.5,100
1000000692,sell volume=345 symbol=GBPUSD price=1.5,100
1000000693,sell volume=345 symbol=GBPUSD price=1.5,100
1000000694,sell volume=345 symbol=GBPUSD price=1.5,100
1000000695,sell volume=345 symbol=GBPUSD price=1.5,100
1000000696,sell volume=345 symbol=GBPUSD price=1.5,100
1000000697,sell volume=345 symbol=GBPUSD price=1.5,100
1000000698,sell volume=345 symbol=GBPUSD price=1.5,100
1000000699,sell volume=345 symbol=GBPUSD price=1.5,100
1000000700,sell volume=345 symbol=GBPUSD price=1.5,100
1000000701,sell volume=345 symbol=GBPUSD price=1.5,100
1000000702,sell volume=345 symbol=GBPUSD price=1.5,100
1000000703,sell volume=345 symbol=GBPUSD price=1.5,100
1000000704,sell volume=345 symbol=GBPUSD price=1.5,100
1000000705,sell volume=345 symbol=GBPUSD price=1.5,100
1000000706,sell volume=345 symbol=GBPUSD price=1.5,100
1000000707,sell volume=345 symbol=GBPUSD price=1.5,100
1000000708,sell volume=345 symbol=GBPUSD price=1.5,100
1000000709,sell volume=345 symbol=GBPUSD price=1.5,100
1000000710,sell volume=345 symbol=GBPUSD price=1.5,100
1000000711,sell volume=345 symbol=GBPUSD price=1.5,100
1000000712,sell volume=345 symbol=GBPUSD price=1.5,100
1000000713,sell volume=345 symbol=GBPUSD price=1.5,100
1000000714,sell volume=345 symbol=GBPUSD price=1.5,100
1000000715,sell volume=345 symbol=GBPUSD price=1.5,100
1000000716,sell volume=345 symbol=GBPUSD price=1.5,100
1000000717,sell volume=345 symbol=GBPUSD price=1.5,100
1000000718,sell volume=345 symbol=GBPUSD price=1.5,100
1000000719,sell volume=345 symbol=GBPUSD price=1.5,100
1000000720,sell volume=345 symbol=GBPUSD price=1.5,100
1000000721,sell volume=345 symbol=GBPUSD price=1.5,100
1000000722,sell volume=345 symbol=GBPUSD price=1.5,100
1000000723,sell volume=345 symbol=GBPUSD price=1.5,100
1000000724,sell volume=345 symbol=GBPUSD price=1.5,100
1000000725,sell volume=345 symbol=GBPUSD price=1.5,100
1000000726,sell volume=345 symbol=GBPUSD price=1.5,100
1000000727,sell volume=345 symbol=GBPUSD price=1.5,100
1000000728,sell volume=345 symbol=GBPUSD price=1.5,100
1000000729,sell volume=345 symbol=GBPUSD price=1.5,100
1000000730,sell volume=345 symbol=GBPUSD price=1.5,100
1000000731,sell volume=345 symbol=GBPUSD price=1.5,100
1000000732,sell volume=345 symbol=GBPUSD price=1.5,100
1000000733,sell volume=345 symbol=GBPUSD price=1.5,100
1000000734,sell volume=345 symbol=GBPUSD price=1.5,100
1000000735,sell volume=345 symbol=GBPUSD price=1.5,100
1000000736,sell volume=345 symbol=GBPUSD price=1.5,100
1000000737,sell volume=345 symbol=GBPUSD price=1.5,100
1000000738,sell volume=345 symbol=GBPUSD price=1.5,100
1000000739,sell volume=345 symbol=GBPUSD price=1.5,100
1000000740,sell volume=345 symbol=GBPUSD price=1.5,100
1000000741,sell volume=345 symbol=GBPUSD price=1.5,100
1000000742,sell volume=345 symbol=GBPUSD price=1.5,100
1000000743,sell volume=345 symbol=GBPUSD price=1.5,100
1000000744,sell volume=345 symbol=GBPUSD price=1.5,100
1000000745,sell volume=345 symbol=GBPUSD price=1.5,100
1000000746,sell volume=345 symbol=GBPUSD price=1.5,100
1000000747,sell volume=345 symbol=GBPUSD price=1.5,100
1000000748,sell volume=345 symbol=GBPUSD price=1.5,100
1000000749,sell volume=345 symbol=GBPUSD price=1.5,100
1000000750,sell volume=345 symbol=GBPUSD price=1.5,100
1000000751,sell volume=345 symbol=GBPUSD price=1.5,100
1000000752,sell volume=345 symbol=GBPUSD price=1.5,100
1000000753,sell volume=345 symbol=GBPUSD price=1.5,100
1000000754,sell volume=345 symbol=GBPUSD price=1.5,100
1000000755,sell volume=345 symbol=GBPUSD price=1.5,100
1000000756,sell volume=345 symbol=GBPUSD price=1.5,100
1000000757,sell volume=345 symbol=GBPUSD price=1.5,100
1000000758,sell volume=345 symbol=GBPUSD price=1.5,100
1000000759,sell volume=345 symbol=GBPUSD price=1.5,100
1000000760,sell volume=345 symbol=GBPUSD price=1.5,100
1000000761,sell volume=345 symbol=GBPUSD price=1.5,100
1000000762,sell volume=345 symbol=GBPUSD price=1.5,100
1000000763,sell volume=345 symbol=GBPUSD price=1.5,100
1000000764,sell volume=345 symbol=GBPUSD price=1.5,100
1000000765,sell volume=345 symbol=GBPUSD price=1.5,100
1000000766,sell volume=345 symbol=GBPUSD price=1.5,100
1000000767,sell volume=345 symbol=GBPUSD price=1.5,100
1000000768,sell volume=345 symbol=GBPUSD price=1.5,100
1000000769,sell volume=345 symbol=GBPUSD price=1.5,100
1000000770,sell volume=345 symbol=GBPUSD price=1.5,100
1000000771,sell volume=345 symbol=GBPUSD price=1.5,100
1000000772,sell volume=345 symbol=GBPUSD price=1.5,100
1000000773,sell volume=345 symbol=GBPUSD price=1.5,100
1000000774,sell volume=345 symbol=GBPUSD price=1.5,100
1000000775,sell volume=345 symbol=GBPUSD price=1.5,100
1000000776,sell volume=345 symbol=GBPUSD price=1.5,100
1000000777,sell volume=345 symbol=GBPUSD price=1.5,100
1000000778,sell volume=345 symbol=GBPUSD price=1.5,100
1000000779,sell volume=345 symbol=GBPUSD price=1.5,100
1000000780,sell volume=345 symbol=GBPUSD price=1.5,100
1000000781,sell volume=345 symbol=GBPUSD price=1.5,100
1000000782,sell volume=345 symbol=GBPUSD price=1.5,100
1000000783,sell volume=345 symbol=GBPUSD price=1.5,100
1000000784,sell volume=345 symbol=GBPUSD price=1.5,100
1000000785,sell volume=345 symbol=GBPUSD price=1.5,100
1000000786,sell volume=345 symbol=GBPUSD price=1.5,100
1000000787,sell volume=345 symbol=GBPUSD price=1.5,100
1000000788,sell volume=345 symbol=GBPUSD price=1.5,100
1000000789,sell volume=345 symbol=GBPUSD price=1.5,100
1000000790,sell volume=345 symbol=GBPUSD price=1.5,100
1000000791,sell volume=345 symbol=GBPUSD price=1.5,100
1000000792,sell volume=345 symbol=GBPUSD price=1.5,100
1000000793,sell volume=345 symbol=GBPUSD price=1.5,100
1000000794,sell volume=345 symbol=GBPUSD price=1.5,100
1000000795,sell volume=345 symbol=GBPUSD price=1.5,100
1000000796,sell volume=345 symbol=GBPUSD price=1.5,100
1000000797,sell volume=345 symbol=GBPUSD price=1.5,100
1000000798,sell volume=345 symbol=GBPUSD price=1.5,100
1000000799,sell volume=345 symbol=GBPUSD price=1.5,100
1000000800,sell volume=345 symbol=GBPUSD price=1.5,100
1000000801,sell volume=345 symbol=GBPUSD price=1.5,100
1000000802,sell volume=345 symbol=GBPUSD price=1.5,100
1000000802,sell volume=345 symbol=GBPUSD price=1.5,100
1000000803,sell volume=345 symbol=GBPUSD price=1.5,100
1000000804,sell volume=345 symbol=GBPUSD price=1.5,100
1000000805,sell volume=345 symbol=GBPUSD price=1.5,100
1000000806,sell volume=345 symbol=GBPUSD price=1.5,100
1000000807,sell volume=345 symbol=GBPUSD price=1.5,100
1000000808,sell volume=345 symbol=GBPUSD price=1.5,100
1000000809,sell volume=345 symbol=GBPUSD price=1.5,100
1000000810,sell volume=345 symbol=GBPUSD price=1.5,100
1000000811,sell volume=345 symbol=GBPUSD price=1.5,100
1000000812,sell volume=345 symbol=GBPUSD price=1.5,100
1000000813,sell volume=345 symbol=GBPUSD price=1.5,100
1000000814,sell volume=345 symbol=GBPUSD price=1.5,100
1000000815,sell volume=345 symbol=GBPUSD price=1.5,100
1000000816,sell volume=345 symbol=GBPUSD price=1.5,100
1000000817,sell volume=345 symbol=GBPUSD price=1.5,100
1000000818,sell volume=345 symbol=GBPUSD price=1.5,100
1000000819,sell volume=345 symbol=GBPUSD price=1.5,100
1000000820,sell volume=345 symbol=GBPUSD price=1.5,100
1000000821,sell volume=345 symbol=GBPUSD price=1.5,100
1000000822,sell volume=345 symbol=GBPUSD price=1.5,100
1000000823,sell volume=345 symbol=GBPUSD price=1.5,100
1000000824,sell volume=345 symbol=GBPUSD price=1.5,100
1000000825,sell volume=345 symbol=GBPUSD price=1.5,100
1000000826,sell volume=345 symbol=GBPUSD price=1.5,100
1000000827,sell volume=345 symbol=GBPUSD price=1.5,100
1000000828,sell volume=345 symbol=GBPUSD price=1.5,100
1000000829,sell volume=345 symbol=GBPUSD price=1.5,100
1000000830,sell volume=345 symbol=GBPUSD price=1.5,100
1000000831,sell volume=345 symbol=GBPUSD price=1.5,100
1000000832,sell volume=345 symbol=GBPUSD price=1.5,100
1000000833,sell volume=345 symbol=GBPUSD price=1.5,100
1000000834,sell volume=345 symbol=GBPUSD price=1.5,100
1000000835,sell volume=345 symbol=GBPUSD price=1.5,100
1000000836,sell volume=345 symbol=GBPUSD price=1.5,100
1000000837,sell volume=345 symbol=GBPUSD price=1.5,100
1000000838,sell volume=345 symbol=GBPUSD price=1.5,100
1000000839,sell volume=345 symbol=GBPUSD price=1.5,100
1000000840,sell volume=345 symbol=GBPUSD price=1.5,100
1000000841,sell volume=345 symbol=GBPUSD price=1.5,100
1000000842,sell volume=345 symbol=GBPUSD price=1.5,100
1000000843,sell volume=345 symbol=GBPUSD price=1.5,100
1000000844,sell volume=345 symbol=GBPUSD price=1.5,100
1000000845,sell volume=345 symbol=GBPUSD price=1.5,100
1000000846,sell volume=345 symbol=GBPUSD price=1.5,100
1000000847,sell volume=345 symbol=GBPUSD price=1.5,100
1000000848,sell volume=345 symbol=GBPUSD price=1.5,100
1000000849,sell volume=345 symbol=GBPUSD price=1.5,100
1000000850,sell volume=345 symbol=GBPUSD price=1.5,100
1000000851,sell volume=345 symbol=GBPUSD price=1.5,100
1000000852,sell volume=345 symbol=GBPUSD price=1.5,100
1000000853,sell volume=345 symbol=GBPUSD price=1.5,100
1000000854,sell volume=345 symbol=GBPUSD price=1.5,100
1000000855,sell volume=345 symbol=GBPUSD price=1.5,100
1000000856,sell volume=345 symbol=GBPUSD price=1.5,100
1000000857,sell volume=345 symbol=GBPUSD price=1.5,100
1000000858,sell volume=345 symbol=GBPUSD price=1.5,100
1000000859,sell volume=345 symbol=GBPUSD price=1.5,100
1000000860,sell volume=345 symbol=GBPUSD price=1.5,100
1000000861,sell volume=345 symbol=GBPUSD price=1.5,100
1000000862,sell volume=345 symbol=GBPUSD price=1.5,100
1000000863,sell volume=345 symbol=GBPUSD price=1.5,100
1000000864,sell volume=345 symbol=GBPUSD price=1.5,100
1000000865,sell volume=345 symbol=GBPUSD price=1.5,100
1000000866,sell volume=345 symbol=GBPUSD price=1.5,100
1000000867,sell volume=345 symbol=GBPUSD price=1.5,100
1000000868,sell volume=345 symbol=GBPUSD price=1.5,100
1000000869,sell volume=345 symbol=GBPUSD price=1.5,100
1000000870,sell volume=345 symbol=GBPUSD price=1.5,100
1000000871,sell volume=345 symbol=GBPUSD price=1.5,100
1000000872,sell volume=345 symbol=GBPUSD price=1.5,100
1000000873,sell volume=345 symbol=GBPUSD price=1.5,100
1000000874,sell volume=345 symbol=GBPUSD price=1.5,100
1000000875,sell volume=345 symbol=GBPUSD price=1.5,100
1000000876,sell volume=345 symbol=GBPUSD price=1.5,100
1000000877,sell volume=345 symbol=GBPUSD price=1.5,100
1000000878,sell volume=345 symbol=GBPUSD price=1.5,100
1000000879,sell volume=345 symbol=GBPUSD price=1.5,100
1000000880,sell volume=345 symbol=GBPUSD price=1.5,100
1000000881,sell volume=345 symbol=GBPUSD price=1.5,100
1000000882,sell volume=345 symbol=GBPUSD price=1.5,100
1000000883,sell volume=345 symbol=GBPUSD price=1.5,100
1000000884,sell volume=345 symbol=GBPUSD price=1.5,100
1000000885,sell volume=345 symbol=GBPUSD price=1.5,100
1000000886,sell volume=345 symbol=GBPUSD price=1.5,100
1000000887,sell volume=345 symbol=GBPUSD price=1.5,100
1000000888,sell volume=345 symbol=GBPUSD price=1.5,100
1000000889,sell volume=345 symbol=GBPUSD price=1.5,100
1000000890,sell volume=345 symbol=GBPUSD price=1.5,100
1000000891,sell volume=345 symbol=GBPUSD price=1.5,100
1000000892,sell volume=345 symbol=GBPUSD price=1.5,100
1000000893,sell volume=345 symbol=GBPUSD price=1.5,100
1000000894,sell volume=345 symbol=GBPUSD price=1.5,100
1000000895,sell volume=345 symbol=GBPUSD price=1.5,100
1000000896,sell volume=345 symbol=GBPUSD price=1.5,100
1000000897,sell volume=345 symbol=GBPUSD price=1.5,100
1000000898,sell volume=345 symbol=GBPUSD price=1.5,100
1000000899,sell volume=345 symbol=GBPUSD price=1.5,100
1000000900,sell volume=345 symbol=GBPUSD price=1.5,100
1000000901,sell volume=345 symbol=GBPUSD price=1.5,100
1000000902,sell volume=345 symbol=GBPUSD price=1.5,100
1000000903,sell volume=345 symbol=GBPUSD price=1.5,100
1000000904,sell volume=345 symbol=GBPUSD price=1.5,100
1000000905,sell volume=345 symbol=GBPUSD price=1.5,100
1000000906,sell volume=345 symbol=GBPUSD price=1.5,100
1000000907,sell volume=345 symbol=GBPUSD price=1.5,100
1000000908,sell volume=345 symbol=GBPUSD price=1.5,100
1000000909,sell volume=345 symbol=GBPUSD price=1.5,100
1000000910,sell volume=345 symbol=GBPUSD price=1.5,100
1000000911,sell volume=345 symbol=GBPUSD price=1.5,100
1000000912,sell volume=345 symbol=GBPUSD price=1.5,100
1000000913,sell volume=345 symbol=GBPUSD price=1.5,100
1000000914,sell volume=345 symbol=GBPUSD price=1.5,100
1000000915,sell volume=345 symbol=GBPUSD price=1.5,100
1000000916,sell volume=345 symbol=GBPUSD price=1.5,100
1000000917,sell volume=345 symbol=GBPUSD price=1.5,100
1000000918,sell volume=345 symbol=GBPUSD price=1.5,100
1000000919,sell volume=345 symbol=GBPUSD price=1.5,100
1000000920,sell volume=345 symbol=GBPUSD price=1.5,100
1000000921,sell volume=345 symbol=GBPUSD price=1.5,100
1000000922,sell volume=345 symbol=GBPUSD price=1.5,100
1000000923,sell volume=345 symbol=GBPUSD price=1.5,100
1000000924,sell volume=345 symbol=GBPUSD price=1.5,100
1000000925,sell volume=345 symbol=GBPUSD price=1.5,100
1000000926,sell volume=345 symbol=GBPUSD price=1.5,100
1000000927,sell volume=345 symbol=GBPUSD price=1.5,100
1000000928,sell volume=345 symbol=GBPUSD price=1.5,100
1000000929,sell volume=345 symbol=GBPUSD price=1.5,100
1000000930,sell volume=345 symbol=GBPUSD price=1.5,100
1000000931,sell volume=345 symbol=GBPUSD price=1.5,100
1000000932,sell volume=345 symbol=GBPUSD price=1.5,100
1000000933,sell volume=345 symbol=GBPUSD price=1.5,100
1000000934,sell volume=345 symbol=GBPUSD price=1.5,100
1000000935,sell volume=345 symbol=GBPUSD price=1.5,100
1000000936,sell volume=345 symbol=GBPUSD price=1.5,100
1000000937,sell volume=345 symbol=GBPUSD price=1.5,100
1000000938,sell volume=345 symbol=GBPUSD price=1.5,100
1000000939,sell volume=345 symbol=GBPUSD price=1.5,100
1000000940,sell volume=345 symbol=GBPUSD price=1.5,100
1000000941,sell volume=345 symbol=GBPUSD price=1.5,100
1000000942,sell volume=345 symbol=GBPUSD price=1.5,100
1000000943,sell volume=345 symbol=GBPUSD price=1.5,100
1000000944,sell volume=345 symbol=GBPUSD price=1.5,100
1000000945,sell volume=345 symbol=GBPUSD price=1.5,100
1000000946,sell volume=345 symbol=GBPUSD price=1.5,100
1000000947,sell volume=345 symbol=GBPUSD price=1.5,100
1000000948,sell volume=345 symbol=GBPUSD price=1.5,100
1000000949,sell volume=345 symbol=GBPUSD price=1.5,100
1000000950,sell volume=345 symbol=GBPUSD price=1.5,100
1000000951,sell volume=345 symbol=GBPUSD price=1.5,100
1000000952,sell volume=345 symbol=GBPUSD price=1.5,100
1000000953,sell volume=345 symbol=GBPUSD price=1.5,100
1000000954,sell volume=345 symbol=GBPUSD price=1.5,100
1000000955,sell volume=345 symbol=GBPUSD price=1.5,100
1000000956,sell volume=345 symbol=GBPUSD price=1.5,100
1000000957,sell volume=345 symbol=GBPUSD price=1.5,100
1000000958,sell volume=345 symbol=GBPUSD price=1.5,100
1000000959,sell volume=345 symbol=GBPUSD price=1.5,100
1000000960,sell volume=345 symbol=GBPUSD price=1.5,100
1000000961,sell volume=345 symbol=GBPUSD price=1.5,100
1000000962,sell volume=345 symbol=GBPUSD price=1.5,100
1000000963,sell volume=345 symbol=GBPUSD price=1.5,100
1000000964,sell volume=345 symbol=GBPUSD price=1.5,100
1000000965,sell volume=345 symbol=GBPUSD price=1.5,100
1000000966,sell volume=345 symbol=GBPUSD price=1.5,100
1000000967,sell volume=345 symbol=GBPUSD price=1.5,100
1000000968,sell volume=345 symbol=GBPUSD price=1.5,100
1000000969,sell volume=345 symbol=GBPUSD price=1.5,100
1000000970,sell volume=345 symbol=GBPUSD price=1.5,100
1000000971,sell volume=345 symbol=GBPUSD price=1.5,100
1000000972,sell volume=345 symbol=GBPUSD price=1.5,100
1000000973,sell volume=345 symbol=GBPUSD price=1.5,100
1000000974,sell volume=345 symbol=GBPUSD price=1.5,100
1000000975,sell volume=345 symbol=GBPUSD price=1.5,100
1000000976,sell volume=345 symbol=GBPUSD price=1.5,100
1000000977,sell volume=345 symbol=GBPUSD price=1.5,100
1000000978,sell volume=345 symbol=GBPUSD price=1.5,100
1000000979,sell volume=345 symbol=GBPUSD price=1.5,100
1000000980,sell volume=345 symbol=GBPUSD price=1.5,100
1000000981,sell volume=345 symbol=GBPUSD price=1.5,100
1000000982,sell volume=345 symbol=GBPUSD price=1.5,100
1000000983,sell volume=345 symbol=GBPUSD price=1.5,100
1000000984,sell volume=345 symbol=GBPUSD price=1.5,100
1000000985,sell volume=345 symbol=GBPUSD price=1.5,100
1000000986,sell volume=345 symbol=GBPUSD price=1.5,100
1000000987,sell volume=345 symbol=GBPUSD price=1.5,100
