HiSource,LoSource,Section,Diff,Delta,Id,Position,Start,TimeStamp,End
CC,ARS,Default,321999.999999999,50000.000000000,72124466,-406999.999999999,5/5/2014 8:00:43 AM,5/5/2014 8:00:43 AM,5/5/2014 8:01:45 AM
CC,ARS,Clock,96000.000000001,50000.000000000,71727491,-548000.000000000,5/5/2014 3:08:46 AM,5/5/2014 3:08:46 AM,5/5/2014 3:09:49 AM
CC,ARS,Clock,96000.000000001,50000.000000000,71727741,-452000.000000000,5/5/2014 3:08:46 AM,5/5/2014 3:08:46 AM,5/5/2014 3:09:49 AM
CC,ARS,Default,96000.000000001,50000.000000000,71728366,-451999.999999999,5/5/2014 3:08:46 AM,5/5/2014 3:08:46 AM,5/5/2014 3:09:49 AM
CC,ARS,Deal,96000.000000001,50000.000000000,71728667,-451000.000000000,5/5/2014 3:08:46 AM,5/5/2014 3:08:54 AM,5/5/2014 3:09:49 AM
CC,ARS,Deal,96000.000000001,50000.000000000,71728668,-547000.000000000,5/5/2014 3:08:46 AM,5/5/2014 3:08:54 AM,5/5/2014 3:09:49 AM
CC,ARS,Deal,96000.000000001,50000.000000000,71728669,-546000.000000000,5/5/2014 3:08:46 AM,5/5/2014 3:08:54 AM,5/5/2014 3:09:49 AM
CC,ARS,Deal,96000.000000001,50000.000000000,71728670,-545000.000000000,5/5/2014 3:08:46 AM,5/5/2014 3:08:54 AM,5/5/2014 3:09:49 AM
CC,ARS,Deal,96000.000000001,50000.000000000,71728671,-544000.000000000,5/5/2014 3:08:46 AM,5/5/2014 3:08:54 AM,5/5/2014 3:09:49 AM
CC,ARS,Deal,96000.000000001,50000.000000000,71728672,-543000.000000000,5/5/2014 3:08:46 AM,5/5/2014 3:08:54 AM,5/5/2014 3:09:49 AM
CC,ARS,Deal,96000.000000001,50000.000000000,71728673,-542000.000000000,5/5/2014 3:08:46 AM,5/5/2014 3:08:54 AM,5/5/2014 3:09:49 AM
CC,ARS,Deal,96000.000000001,50000.000000000,71728674,-541000.000000000,5/5/2014 3:08:46 AM,5/5/2014 3:08:54 AM,5/5/2014 3:09:49 AM
ECN,ARS,Clock,430000.000000000,45000.000000000,72595121,-381000.000000000,5/5/2014 12:56:06 PM,5/5/2014 12:56:06 PM,5/5/2014 12:57:08 PM
ECN,ARS,Clock,430000.000000000,45000.000000000,72595550,-811000.000000000,5/5/2014 12:56:06 PM,5/5/2014 12:56:06 PM,5/5/2014 12:57:08 PM
ECN,ARS,Default,430000.000000000,45000.000000000,72596539,-811000.000000000,5/5/2014 12:56:06 PM,5/5/2014 12:56:06 PM,5/5/2014 12:57:08 PM
